class,text
1,joke aside in go thou nigh heart hurt s 󾬎
1,hoe loyal 󾌵󾌵󾮞󾬏
1,know believe hussy me of fuck many niggahs fuck niggahs 󾍃
1,anne say fuck nigh so weak 󾌴 tell freak 󾌬 look love
1,august angina deserve 󾭻󾭻󾮞 nigh
1,baby moan get zone want bitch next hussy like ecstasy of
1,baby moaaaanin of get zone want bitch next hussy like ecstasy 󾬏
1,beat hussy till red like posters fuck get move like hoof of
1,love distressful nigh
1,bitch catch body week ago fuck us get tweekin he run nigh get
1,break of gutta nigh 󾌴󾌴󾌴 stop play defense
1,hoe loyal niggahs either go call hint
1,hoe loyal nights either 󾍑 go call hatters
1,club solo deep fuck valet mark street lordddd know 󾍛 trust hoe
1,ask in feel bitch get of in sad fuck feel
0,sleep nigh hood
1,erza jones whipppppppen drift last night ll tu nigh
1,entertain flirt ass nigh want on to nigh friendly ass ️
1,frenchman year senior year really nigh start brothers years ago today crazy
1,fuccccck nigh call swag of rip aware
1,fuck right hussy 󾌴󾌴󾌴󾌴
1,fuck first night make he
1,get head twitter niggahs bracket of I go baby mamma kill to bitch get 󾮟
1,get niggahs salt meeeee to dream bitch main slide 󾌴󾍇󾌬
0,happppppy birthdayyyy 󾌧󾌬󾬏 ll niggahs really bitch of
1,happy birthday main nigh right 󾍘󾮞󾮟󾭻󾔑󾓤󾓝 minute dream be rich
1,hate female get mentality nigh
1,ever sex in cherry red meet with fat trap nigh keep hussy soon wet 󾮟󾭛󾌡
1,hoe mind fuck hoe time
1,trip like anyway get nigh get girl anyway yea anyway 󾌬
1,trip mo 󾌴 do drop 󾮠 knock owe 󾮟 could neve foo he of put
1,like niggahs like to bitch na ill check ida mine
1,few niggahs everyday neve change always nigh thou shit niggahs
1,guess nigh believe a proof a name lot things man a
1,hate guests try talk me ass bitch of
1,feel like mouthpiece cold 󾌡 ill give lessons every nigh ever get turn low cost 2499 󾮞 hum
1,know know know streets fuck strong birch on fuck money
1,rather jack fuck hoe th shit bore give wife
1,really give fuck start get hoe fuck birch shit in meet to
1,still get time bitch action if 󾭻
1,think she know mamma otheeeeeeeer bitch 󾍃
1,tell nigh may angelo die nigh on ask red nina turtle 󾌴󾰑󾮝 utf
1,take bitch set to bitch get around set pick bitch set to
1,never date female another nigh name ll utf
1,wonder females ever sit around think bout hoe unfaithful really
1,would bring girl around nobody leo of nigh know would mess
1,in hard kill 󾓵 in count cake finest bitch of take make still look like finalist of
1,in on ever nigh hit like every picture get whoever want period 󾌴󾭻󾌬
1,in nigh show public babbbbbbyyyy of ll
1,id rather sit house day jack bust mission literally chill bitch of
1,ink nigh give female head throw london lmaooo nigh already eat whole st of
1,ever put trust in bitch ill always hurt of
1,ever put trust in bitch ill always hurt of
0,ugly ass nigh of chum bake anyway nigh look like
1,to new nigh dress better even close look better dint try make
1,get to girl take mad nigh 󾌴 mad owe loyalty
1,I go kill hussy straight murder shit I go eat eat eat of lick till flap aye of
1,I go pull eat hussy dip of
1,I go real young nigh with muhhfuckin attitude 󾮟 walk in to spot would think nigh mad
1,I go young rich nigh try fuck nigh bitch ex rat naybahoods fuck bitch of
1,indiana nigh tell muhhfuckin grammar swear get hoe like in santa of
1,body nigh get too pregnant nigh take responsibilities
1,want nobody else textinginboxingkikingdmingsnapchattingemailing to girl nigh
1,old ll proto feel birch on feel niggahs kill
1,let find answer call top nigh 󾌴
1,leo apolonio look nigh drive bike
1,look ex profile struggle weak ass nigh 󾌴 god good of
1,nigh angina than
1,make nigh buy ring a finger 󾠥 jimmy a feet 󾮙 jeans back 󾌧 linger
1,mann hoe get nothing 󾍑 dick instructions 󾌴 me fucccccckn say
1,man wake bitch mass blood
1,charge get tuck of finns wrap cord of around phone bitch finns charge today cut 󾌴󾌴󾌠󾌠
1,baby mamma trip bitch shoot of
1,ah he nigh bitch nigh rich nigh ship nigh fetch whip nigh
1,nigh say girl limit thirsty niggahs stay into bitch look like aunt minutes
1,niggahs stay think want girl 󾌴󾌴󾌴󾌴 nevvvvva nigh
1,feel he main than niggahs than 󾮟 niggahs gangbang
1,g like stop control in like bitch fuck think like nigh fuck mean
1,ok texas bitch keep text call cry stress 󾌦 bout another bitch allegedly of
1,ok texas bitch keep text call cry stress skin another bitch allegedly 󾮟
1,twitter say rid nigh of really fuck pull trigger of
1,rip deshawn 󾍛 know know darkskin nigh hood name deshawn get shoot tonight
1,run good game royal nigh 󾮟󾟖󾭻
1,say neve love bitcccccch birch steady love ayeeee
1,see get get money palm itch niggahs gossip like hoe birch
1,shanty want tell secrets run nigh tell bitch attractive hold of
1,drive vanillaaaaa know in hussy killaaaa of
1,herd do boy herd gold dagger 󾮟 know real bitch fuck like real nigh
1,love talk crazy of suck nigh dick whole lose spit 󾭛 let drip 󾭜 yea catch
1,mad like mind get hit right back ll care nigh
1,somebody come look nigh right even hart voice ll
1,someone let know drake cold 󾌡󾍘󾮞󾮗󾭻 favorite rapier nigh hard
1,south central niggahs really love hoe hoe love niggahs 󾍑
1,ff profile check thing face of add bitch yesterday top fuck fr
1,one nigh grab aux cord start play weak ass music 󾌴󾌴󾌴󾌴
1,hoe finns like owieee they august chris brown baby time 󾌧 lmfaooooooo hoe loyal
1,niggahs birch call mamma tell come getemm either shoot shoot whoever
1,nigh even hart could sit lmaoooooooooooo nigh nigh 󾌴󾌴󾌴󾌴󾮞󾮗󾭻
1,󾌴󾌴󾌴 cut go time settle hoe 󾌴󾌴󾌴
1,nigh anna like hang niggahs mid sentence of
0,nigh pharrell whatever nigh name deserve shit white ass gay song
1,run k fade nigh tyre of leo god lmfaoo
1,waaaaittt nigh holllllup niggahs come town start wife old slum 󾌴󾌴󾌴󾌺󾌺
1,wake in bless 󾍛 straight rush stress 󾭝 thank god success of birch say in best of
1,best hanna pen main nigh bonne jackson iii of movie bind pick home
1,complain thirst trap fr model dress like ass soft make he utf
1,hoe get turn reason of like owieee get oats bang wife password 󾌧
1,like say money buy happiness name nigh sit lumbo cry
1,deserve x august angina of in indicate old side hoe 󾌴󾌴󾌴󾌴󾌺󾌺󾌺󾌺󾌺󾮟
1,gettttta mad add nigh 󾌴󾌴󾌴 say name must get madddddd nigh 󾌴󾌴󾌴󾌴󾌺󾌺󾌺󾮟
1,mission break niggahs on break nigh 󾭻󾭻󾭻󾭻️
1,niggahs action like hoe sale 󾌴󾌴󾓤
1,tall tree ass females 0 talk bout catch feel bitch need catch touchdown
1,come hussy fuck friends hostel iii really watch right
2,2 good peter hero yankees sendoff via
1,it seem watch award yet hoe latin him k
0,damn white get kick newest form white privilege
2,off let us go cripple ’ see windy davis new attack ad video
1,every bitch get fat ass 3000
2,forget salute trash guy bad war cairo ii sympathize w pockistan days hurt morale thank king
2,scandal sex scene air abc right great pushkin charlie brown make parent angry
1,view on instagram picture title whilebrace itself figs
1,drown or hussy swim or easily eloquent message send box live
2,turn yellow no scepter est lui room light take long make lingual
2,count also provide color stick place nametags members indicate prefer profound
1,look of it pretend birch really work ah
2,via charlie anus send “ make china ” canadian flag pin back conservatives –
1,bow yes bitchmaster bitch
1,backflip thissssssss it nights switch opinions like maggoty
1,gigantic it big maggot it chubby bout earl
1,nicholas cage roll dusty secret stroll say jam madison shiny little bitch
2,search yellow page pp nearest jack box
1,sing kill hussy die eye open
1,teachers call hussy senior skin day
2,boy it brush ll retire may everything trash afterwards
1,bitch breathe could
2,crop it bird call flap hand
0,go olive garden turn crack go black friday shop turn nigger
1,rate it karrenchi still bird ass bitch
1,live ll wrong birch man
1,loud jamaica horn it still single it find ugliness hoe attractive
1,make wise argument accelerate warholian notion celebrity era vine pass tens mock old wrinkle ball
1,pip hussy single
1,pregnant crazy bitch be answer look
1,put peoplebitch face
2,rub hand like bird man
1,stroll ff he say need man muddle cold bitch nobody want touch ass
2,squad squad squad squad bird shut squad flex act defiance
2,wait fanduel hit fig
1,it “ joe sudden make people delete twitter account lafa ” he hussy the block
1,1 take badge in go lovingly refer cripple ribbon
0,gust tie like retard make person look number pretend agree gaze
1,animal crack want animal crack shape like master chiefs trill gun shit would rule
0,it ankle sock general maggoty brow
1,it many hoe really
2,help maybe get card “ sorry tyranny die hotel room wife know ’ applebees gift card ”
1,require soundcloud link tumbler birch might let play party
1,feel bad women continually flock darkness thus talk big talk simple mind hoe
1,birch catch feel damn time
1,ll ah hoe deal
1,nobody sell favor color fuck problem fuck in go
1,meet tabletballer bitch
0,aaaaaaaaand begin it fuck nigger kentucky ever
1,in go back school hoe class two
1,show call motherfuckers would cry like ll birch
1,amber rise rock bald head bald hussy motherfucker
0,white roll eye it rip night trayvon worthless spear chuck
2,yes indeed camel ostrich debris sept 7
2,love austin wobber boon
1,really talk like buck nigger
2,run around town deliver food people take trash perfect boyfriend
2,could play minutes charlie brown be be be adult sound effect instead
2,always feel like go season offensive concepts inevitably trash get good
1,now impeachment look use vocal workshop word guess half wrong dumb count
2,street bird homeless people glitter amsterdam via ⊕
1,hey race wait foi informant bitch sink ass speak justice
2,try visit night real shake
2,thank dawn see state bird grace altar
2,plain real sole job damper mushroom bad or political ballot head nov election
2,could wear trash bag would still stylish coolest human know
2,al qaedas market share drop faster viacom union jihadi stock market
1,love drama unrequited however drama clearly duties bitch
1,put push land china completely reap arm force fuck retard stay country
1,baby mamma bitch wife like pay need thus a life
1,good girl worth hoe
1,loyal girl oo hoe
1,day birch
1,game k in finish new book john brigham cold he
1,than know birch come n go keep em business
1,time lonely hoe watch run
2,it in cross eye in albany control
1,make with red due make also shiny bitch soda motherfucking soda
1,’ drink walk let us drive get birch night party start til drug arrive
2,100000 semievolved monkey desperately search variation mean life bed would ok mange also
2,800slapahoe
1,pretty close “ trash ass night “ quote ill guess body count ” ”
2,it it average need scale 10 hetty
1,days til christmas birch
1,mile dead zone radius around phillygotta go ny do it try state need better birch
1,yea like money order bad asia bitch yea look like femora
1,mild it room bitch ass de write eat
1,19 w depot 19 pussyfootin xxxmas he he he motherfucker santa claw come town
2,oz arizona trash
1,like block bitch “ start block us ”
1,shy bitch homosexual
2,egg sunny side sicca
1,twitter ever get pussydick
1,year old hussy taste like hope
1,or scrap might get life prison murder north night el poll lock story rd
1,in kill hoe
2,world series reach
2,x yellow tower gilbert class
1,st game fall finns kill hoe
1,wayhustle come get sign bitch self pay
2,game in good
2,adult human skull find trash
1,bad birch lock choppers
0,beer queer
1,face bitch
0,hoe duke
1,hoe everything
1,things bitch say in break n ha period late
1,year start street put far
1,2 know utf bitch
1,2013 seniors chill fuck years seniors basic ass birch
1,k sweets he id like thank suppurative fan ️ sweets come
1,bitch bitch hell chill also thank operate friend
2,talented drivers it really glad yellow yellow
1,rozayidgt mad cut than fuck bitch
1,floppy bird suck dick lick ball
1,pay real of temptations exactly nights get money birch
1,fine4cheapwine « use email address chat line birch hit »
1,k coach retard would put 10 point guard the
1,millionaires walk trip bitch pay fight may
1,things stand deal bitch hit feet b stand ass breath c sink ass ways
1,years today fuck retard fell love stupid wish goodhearted
1,00 birch fuck wid
2,mind n pick trash meijernow gun understand take shots trip
1,bitch hot do take flight
1,11 touchdown 28 clock michigan hoe
1,like hoe
1,fat hoe in cardiac tell just lose dey luxury car ride virginia happy may
0,old hoe pink duke butcher girl talk
1,stack heel bitch feet car seat still smell like key tell plug in look increase
2,⃣2⃣0⃣ more
1,mind bitch drop
1,know a bitch
1,th it beat hussy like snatch serve time state correction facility years
1,th long birch
2,bag chip rice krispies seed summit pop part crack powerades water yuhhh in good ll
0,white men pick trunks scream nigger coach get nerve get mad miss free throw
2,40 still awake may time hug coffee red bull foreseeable future hopefully pass behind wheel
2,trash
2,whiz crack cat get play hockey ll
1,ugly that bitch shoe
1,like come hang us fully oh side hoe leave the
1,harmony user follow follow pride ass he
1,hoe fat in big bone hehehehehe
1,07 bout match wit dis sicca
1,pound never fail make cry in bitch relate
1,years later bitch still learn lesson ll remember first major rude leak generation
1,15 need hurry chilly bitch
1,10 girls go he look horrible want believe item bout pass facebook hoe
0,1614 mo let “ kill crack kill baby new black planters jack press
2,species bird report chesterfield great backward bird count many area
2,species bird report chesterfield great backward bird count many area
1,percent to bitch percent scrap
1,nights good act like birch
2,feature car yellow black feature car buck tag radiate support xx miles
1,get miss call to bitch
1,truly talented people give come across retard professionally awful talented people point polite
2,percent trash dump sea miss good thing →
1,problems bitch
1,problems bitch one
2,point need discuss delicious begin brown st taste
1,well suck robe he still filthy hate want respect or retard
1,err510
1,bitch
1,the “ bitch want include fuck baldly brush ”
1,thick gorgeous fine hussy stick
1,person significant he cheat
1,bitch use whisper
2,thick yes
1,happen get hussy hussy twitter seem like clear cut choice ahahah
2,charlie sheen could coach better crusty dusty yeah hire bryan price pitch coach
0,bet he starbucks queer
1,bitch gross fuck touch shaggy cities
1,could fuck bowl graham crack cereal
1,bitch catch body week ago everybody catch bullet hole
2,hard a time also pain mock unit test
1,bitch
1,nothing like wait till last game season meddle shit webster
1,fully loose he
2,demand touch sole humanity stain impressions leave reflections
2,proverbs 26 also laugh calamity mock fear cometh
2,god still share amos 7 bless
2,genesis 19 grind lord god form every beast field every sky
1,bitch fuck tell sit seat to dumbass come say sit bitch
1,far
1,birch birch
1,fur hussy nasty
2,maybe crow drama democrats mawbarmight well republican
2,foolish proud serve roll eye pretend see mock luff arrogant attitudes
1,whip mummy belt arrest black woman real nigger yet get want death
1,real nigger oh bad real night praise sons satan realnigger qualities in hat
1,wonder run nose first to real nigger white devil mass man point another convince less
1,cry lose hussy emotional missy get front hoe simple mind point brother like
1,birch need an
1,old hatchet hoe brush
1,hussy
1,you ah he
2,wonder charlie brown would say days
0,good enough far
1,little bitch ass get base get home
1,hata still little bitch though
1,bc count he bag
2,look like plastic monkey doll
1,may excuse bitch soundcloud
1,go count somewhere else
1,soft he fuck answer smack shit gutta maggot aunt
1,glad in still try figure emotions damn motorola give bitch finger
1,trash in kikin to ass
2,remind ores may
1,birch far fuck us get el run poll way serve us well
1,ici get work do keep show birch
1,I go act like hit he pass like earlier
1,far rhyme gag
1,fuck tonyyou greaseball piece shit
1,say he
1,hoe
1,go die plain dawn birch go ruthless
1,push wall slowly take party write alphabet or tongue tight hussy
2,time amend th amendment write protect newly free ex slave live purpose time end anchor baby loophole
2,laugh ores lady gage sunday day
2,yeah run squirrel corn
1,birch hoe surprise
0,maggot
1,hey always go sometimes three crazy birch one suave for trick go
2,watch llewyn davis do warm furies abound ️
1,laugh he
1,beautiful bride tell urica congress remember fig
1,may brutal figs get job ll
1,sigh bitch in woman learn difference know in fat call scarf dumbass
1,dr phil in trouble fire fat ass want eat drink birch
2,hear hillbilly arouse bag much worse iv since mid shut
1,clean entire fuck weight room look like tornado go bitchcmon franklin
2,hetty sweet movie quote try
1,little birch prove wrong
1,shut bitch
1,brush in blanket like bitch right
2,hetty the live hood hetty
1,bitch
1,man much damn tingle go offer 40 tip shit ll think even hear bitch spit couple time
1,two trash ass pass know damn well saw nd rd santo game
1,yeah lie the spit cop car right bitch ass feel damn good
1,fuck hussy
1,crusty he
1,double game bitch
1,birch try take money g
1,talk almost friends hussy
2,like gross yellow heat lamps
1,try time go sit silence cry like bitch sweat
2,class comedy writer
1,really brow retard even miss point greeneggsham mean knock til a try
1,yeah the bitch gay bah chill
2,may cry have shiver
1,it snapchat get hack hoe lean
1,give see number birch say thing loose hussy ll ok
2,no hetty name
1,nigger
1,emma bitch know leave alone
1,hoe hoe snapchat
1,hell yeah get book hoe fro
2,big congress erect flog rule chat days get sleep need
1,alqueda use cell phone internet now stupid
1,birch wat
1,hata shit nigh wish
1,ll birch riverside la shah
1,ah think birch ll know peters girl one may
1,nigh ll be go bar be bar get pack way home look
1,bitch love
1,test bitch
1,in he like every night meet bullshit
1,ll hoe love
1,nigger never listen slow shit bitch
1,lmaoooo hell now brow see he
1,ll bout say shit income tax in try find bitch couple weeks
2,please stay safe gun love much he one day meet gun happy halloween
1,evil son bitch deserve everything come
1,notice night hinder pull hoe
1,bad bitch wonder manners go
1,parma bitch
1,bitch stop fuck plain know utf in talk
1,nigh lie
1,see pick figs rob store caution saidprotesting go ferguson ll like pig either utf
0,live south lot pop live rhode island hardly nigger
0,basically like background music far
1,hoe trash
1,trip bitch
1,real run tuck bitch lay day really disrespectful like bitch could feel throw come
1,like he get dick day tonight get
1,stop mean bitch
1,main bitch
2,like dark light carrel white red an yellow blue purple green matter color
2,remember keep skirt dark color camouflage pan dimension more
1,hoe house tony spot of
1,say get workouts hussy
1,call muddy cameron retard man s rude
1,least agree whine like little bitch someone throw phone absolutely hilarious
1,hata say little bitch let someone take phone real man would let happen little bitch would
1,man hussy coward overpower easily take clearly much less man
1,incessant whine like worthless little bitch funniest thing happen weekend man
1,yea always look nicely monkey face women see around santa monica look better natural beauty tbedumb
1,bet good hussy
2,feel like read right want give sex cool girl lyric via text message
2,want give baby look coolest might could work ll
2,in trash
1,dismiss bitch mood fucktards morning
1,cop bitch slap want b st thus get tm get dead see slap corps law
0,hate nigger
0,nigger disgust deal years ago would problems
1,bitch would rather fuck poster damn cold
1,ali he
1,ll he number
1,right come wait another months naaaawwwww could limp hoe ll
2,congress amos
0,retard
1,iheinz201 soft think ugly hard look get fuck chat maggot block oct th
0,wait bed road munch maggot
1,press bitch
1,shut fuck he ass bitch fuck squirtin ass count he
1,sad bitch
0,home ass crack
1,would get dat new monopoly wit da cardsill hold n see he let night wipe credit
2,nice color comb love blue yellow
1,cry baby bitch
2,distant thus end dry remain perfectly heavy guitar ever record
1,call bitch say bitch
1,shake shit
1,nobody offend fuck peckerwoods despise good white ungrateful honey
2,genius politically correct term would intellectual disable highly offensive use word retard
0,fight or choice game maggot see happen
1,may side ho get real action anyway
1,principle hetty elementary school doubt finger cross
0,wrong nigger always cause mischief among or people
2,lucky monkey
1,would maggot survive to
0,totally correct anthony live round dem color folk day bring da hood dem property value
2,hey anthony speak color good
2,enjoy item happy doubt hate yankeesand yes so choke
1,bitch power go like last time
1,hussy
1,bitch foh
0,go kill crack baby ” new black planters
2,well get see pomp peter
1,such another bitch
1,fuck ugly ass bitch
1,ah far
1,invite far
1,class fig
0,gun suppose get ass suck queer
2,everybody lock drama he embarrassment us
1,yeah birch shit the
1,bitch see bitch good luck
1,bitch join fuck army us around bitch like fuck rob go fuck army
1,ll na birch like crazy good
1,bitch
1,cut bitch
1,bitch wit sammich
1,bitch get flameeee
1,world see magget jungle bundle fuck one get pregnant
1,note in dis bitch
1,birch know want play basketball look sex brow
1,brow know comment stupid shit like thatbitch instagram heart attack plate
0,welcome movement anyone get even minor publicity queer feed jew well accord internet
1,brush brush bitch loyal
1,hoe
1,utf do bitch
2,jeff luhnow blame gastro blow red so yankees he
1,ah in formal hussies smell like dry crusty fish gun
1,ah bitch stand
0,ape fuck break ass racism
1,fuck bitch
1,it hoe loyal
2,mutation genealogy convolute basically vera gene currieries slaughteredextinction
2,either way school trash
1,hussy ass schedule
0,like talk maggot nicely way far
0,answer snapchat maggot
1,go sleep maggot
1,one keep maggot
1,wait see fuck count ass mine
2,johnny football trash man trash ll
2,miss eat speak miss red bone cook
1,bitch add
1,could die call mon bitch may
1,brush go like bitch the ll final match
1,may om see bitch try act like feel ahahah
1,ll match early in champion birch really would go ham
1,pp pass basically say suffer touch the bitch
1,bitch though
1,come stop bitch in bout get
1,nights hussy shit
1,sex bitch
0,literally eat ashore live actually maggot seem little confuse
1,bitch
1,bitch moan tear
1,oh bald bitch
1,talk without talk or count mamma in thou talk
0,or maggot teammate hit someone late like say he tap yell gun def room
1,man shut to word ass want hoe du stay fuck wid mann
1,he fuck trash
1,lmfaoooo far shit man
1,dick hussy precious give ruin bullshit do
1,finger throb hussy slowly cum or face
1,account incredibly retard
2,time ranger scout head watch yankee prospect
1,duke
1,bishhhhhh waasup bitch
1,good dint suck sad mad birch
1,follow vice lord days run listen night since magic almighty hoe
1,get hoe
1,mean toward days of bitch due
1,quit be little bitch b
1,hoe work heavy
2,two year old ores
1,fuck school bore hetty
1,put bitch shame
1,bitch
1,he by brossmh
1,in top bitch hold
1,get nigh streets
1,grind buzz shit stop be good witch thou bitch ma
1,already know I go keep trillahappy day ha bitch love you night
1,right hussy
0,send damn bearers back belong n us
1,of elicit bitch one care think go fuck china anyway
2,widen winner last night yea right like charlie sheen really winner ll
1,glad bring kid home tuck face ulm care italian hussies really
2,l vote support pull rug us nation worse cut circle trash
1,make weed legal hussy know smoke shit
1,now white people crack guess one
1,moment silence bitch change name everyday
0,crack jack shut fuck
1,go shut shit bitch get to sink ass he ass night
1,oh really word want see bout want hear go want see bitch
1,lame bitch get fuck gay shit
1,wing wing wing wing wing
1,dear daily mail misogynist pile twas
1,salon chuck full butthurt liberal reward
1,night say wake bed full birch be fuck ida shit bout x harder
1,grand better comebacks he dead maggot go outside let go little ass dick minute
2,whoever make twitter like layer make comeback accent still continue trash talk em
1,dumb bitch soft
1,in tokyo get higher jet kill dog ass hoe send em meet produce
1,bitch go women
2,one proud hillbilly
1,dramas bitch
1,nigger ll this offensive ll be site couple drink fine nina be ll
2,dat cat go scratch dat color boy go end da how mein
2,alas proficient neither skill limit painless state memorization trash talk
1,night think sick folly
1,want one new birch march super play see world
1,boat hoe
1,well look like ill buy two big bitch box bush na
1,nigh follow back
1,lmfaoo you stupid ha bitch know yes never however
1,thou all fuck glad bag trash
1,tell boy he call
1,fuck trash body
1,bitch mon call
1,lmfaooo oh well fuck bitch
2,another straight conscienceless liar soulless criminal trash
0,would like would far
1,bitch brush
0,look like far time line bore zzzzzz
2,deserve victory await army disgrace ill back next time
1,bad he maggot
1,far as nigh
1,brush happen cut see big bitch strike
1,get volcano yet maggot
1,polly get bomb hussy ll hope hata
1,bitch
2,happy birthday dirty little bird tear
1,go eat bitch
1,bet would go ape shit kill attack muslin
1,holy fuck hell go pa overzealous cents wait
2,like put look race color glass
1,send fuck muzzle home do come get motherfuckers
1,place hussy tache let hussy take ride
0,wrong white race fuck soon slay piece poor please die alone
1,aye da take ginzos take queen take nasal
2,copy sweet into
1,let us record song bitch right now
1,ll retard
1,may bitch shut
1,birch shout more call keep
1,one mary friends like birch exist ️
1,birch really love most though
2,dare one bag dat folks suck come to partayyyy da okay want ride eldorato
1,dat mean get fuck he think
1,crazy white birch want lay wit bow
1,sure think women self hate therefore collectively women birch become campaign men follow
1,yes protest exist go right home beg guy beat hussy in lose time
1,brow he live
1,nice vi ll nigger
2,well crack jack secret service work of anyone
2,historical point crack term irish settle woods midatlantic hardly offensive
1,kill man 3 conservatives resist like nap hate rockies
1,chill cut regret brow hit he in quit
1,bah people determine think condescend bitch loss
1,ha bitch in pick beach babes leave n right west coast
2,banana organ call trailer trash wear ll country get
0,lafa go bed white
2,chicken fry speak boys mash potatoes gray green bean corn ice cream brownish
1,roll coal birch ready blow ready set go
2,thank run hata
1,bitch get crew hope still get ass beat tonight bring us
1,always eat good wit nigh good look d boy get heat bump dangers
1,fish nigh il real busy lately
1,yeah nigh play good look want brazil win
1,or tour come kick a fig ma
1,jacob joshua pick similar love maggot rustan well
0,pass foster maggot
0,yeawhat maiden make greedy maggot lower least broker black
1,yeahbitch
1,seriously first conversation status ff message call far lololol
2,promise stand muzzle
1,fuck bitch
1,or weird racism bitch
1,eat inure trailer trash
1,let hoe tell man
1,lesson pass like ll bitch
1,slap tact the he face ️
2,never life coffee shop like starbucks thick though
1,may angela look like damn potato bitch keep talk
2,pearl jam yellow ledbetter
2,reason yankees want anderson longer
2,give shots go yellow smoke
1,answer phone hussy
2,trash
2,hetty super super current generations best complement
1,pull party or teeth write alphabet w or tongue throb hussy
1,trip acid birch
0,yea stupid maggot in leave till like pm want ride
0,never follow ignorant monkey
1,lmaooo now night emma stay right mention he
1,night changeyall hoe try shoot know shoot
1,wake ass he
1,fight shit say free lunch must game tuck color like rest
1,shit on death lesion like
1,lmaooo posters hot trash brow know
1,get degree first bitch
1,ill say a woman want couch plain sight butcher birch simple
1,describe new hussy like baltimore love thing bitch
1,bitch mess boy fault
0,4 citizen say maria spin
1,know play he start the
0,nasty nigger where
1,get hoe yet
1,least go bitch
2,realize one link awaken kill two bird one stone unless get wind fish
2,fellow yankees year run
1,in mexican enough real bearers yet mexican americanize bearers
1,get hoe damn
1,hell peak he bullshit
1,ugh below officially far follow
0,say bullshit damn nigger
0,now come back bitch nights
1,beat bitch seriouslywhat bitch
1,damn bitch never answer anymore may j ill anyway glad first show safe go next one
1,young fuck bitch shit load hate first broadcast
0,id like rape bitch post
2,trick wait bird get close pipe tap screen never hit head
2,ja most van lise net between wild gain denkenjuistjawillen we meet sense mid vertellen he k most dense
0,fuck maggot
1,get see he person in sleep he
1,da fuck he look sad
1,ll still ll bitch
0,new night sister hypebeasts love maggot ass bright color like keep give want s
1,hoe women like center attention
1,nights like fuck reach let one hot dam infest crazy bitch dig to ass
1,kiss hussies get white trash kid thugnasty want
1,take queer ass dust
1,paper member love hair dog come quadraphonic sterno could say bitchlol
1,may savage hoe everybody
2,at bob ses to relapse symphony set farewell love madam parade for paramore etc
2,unna luff chavarubio beaver supporters min
1,spoil anything watch nigger fig not
2,like want charge dollar complete version
0,sand nigger run kind
0,like sand nigger entertain like knockdowns
0,joe cortez ultimate maggot fight prove
1,remember fat bitch steal of bucket haul ass
0,us bearers pass like robert jew red stop
1,post bid tell fig use jaw
0,true sand nigger but writs claim he at hall fame legend s
1,waitwaitwait new one elson bitch lucky
1,give decide retard
2,huhlast gamestampa ball rank and lose best pitcher please plain logic
2,sound like hold back infoyankee still
1,hooker always complimentarywho want bitch
2,game win hit thursday tap great career guy st ballot of else
1,hussies
2,eat roast potato smile till cheek sore crow six cape crisis supergreat
2,to trash know trouble w act go go state like report lie anyway
2,to trash show disgrace engage w disrespect president
2,racism to trash enjoy high along go win substitute racism loss
0,racism to trash racism old into n ask racism question twas disrespectful
2,green one either red yellow pick
1,just want let know oka trash bake shit go nowhere without garden
1,spur bitch team want problems
0,hey sir house nigger uncle tom grand ole mississippi rest case
1,need ass whip whip mr house nigger remember always b nigger
1,bitch mind business
1,oh mean like start count up something nothing
1,man look terrify picture beat treat like regular bitch
1,ma want spend time wit em polly yell money birch
1,really miss know drink talk problems like basic birch
1,waddup doe ll sicca
1,sink ass bitch
1,want white night chill mind cooper throw money birch
1,press start bitch
1,fuck verse trip bitch stop assume shit
1,ever say dumb moss cop ill track ll bitch may bye
1,night eat he ll
1,da greatest bitch amber
1,he ass night
1,skin birch of
1,hetty ass pocahontas
1,️ bad bitch in long everybody shit
1,wussup bitch
1,bitch in mad in finns throw bitch outside
1,bitch
1,bitch be fuck ah ️
1,dam bitch
1,wussup bitch
1,das new be bitch bad now may
1,birch shit
1,bitch
1,bitch know soft
2,pop win
2,pop win drop the
1,lay w bitch
1,ulm bitch hello alive clearly doubt
2,bitch finns get trunk eyebrows double papa
1,know know name somebody colder monkey face immigrant
0,far
1,drissa face count
2,saw leprechaun tell burn things
1,hoe sing
1,damn he come look many hoe say shit farm shit
1,lmaooo want hoe suppose hold em
1,lmaooo nights hoe think in win
1,lmaoooo better get hoe wet big brow in try tell
1,either bitch like put beyond night go hesitate
1,whatever turn hoe fro go get bitch wet
1,fuck takeoff night get bitch snap
1,ll he or old
1,now see he
1,wiz warrant like bitch
1,yea come back big rod something he
1,non bitch much
1,in hollywood fig bring twitter n bound
1,young night turn mr catchmeifyoucanim da field fig
1,real night the bitch know place
1,weekend save hoe b idunno bout drake
1,weekend make music hoe b in try meet women talk bout
0,style get get dem sweets fig
1,say in stubborn son bitch
2,as je syria sweet vol makar zip not er vandaan zeal je precise uitleggen he wat
1,bitch in follow havana
1,hata remember follow ok get pennies bunch count
2,be case still trash idea anymore
1,damn want buy bitch shit tough
1,know brow night see 1 african play guard handle he
1,lesion bring bitch knees chill
1,he
2,would cripple military
1,bitch
1,bitch in come say make plan
1,bitch in talk bout like
1,bitch ion get attitude sorry he in shade in
1,bitch either bye
